Year,Month,Day,Time (in MPH),Speed
2019,12,02,14:01:31,30.279656694805535
2019,12,02,14:01:36,20.21569987985106
2019,12,02,14:01:51,18.44349198764391
2019,12,02,14:01:56,20.27187652473165
2019,12,02,14:02:24,28.786470149185376
2019,12,02,14:02:30,20.630285381714017
2019,12,02,14:02:35,17.336657906992375
2019,12,02,14:02:45,18.917569323960024
2019,12,02,14:02:50,20.65816983197745
2019,12,02,14:16:21,25.694900541827252
2019,12,02,14:16:27,19.31582235760801
2020,02,04,20:35:44,41.968772983114455
2020,02,04,20:35:48,21.024526393336533
2020,02,04,20:36:16,22.367758302978363
2020,02,04,20:36:30,19.1143427208317
2020,02,04,20:36:37,17.555967730772657
2020,02,04,20:36:47,27.910332235816032
2020,02,05,11:54:23,36.828480508026104
2020,02,05,11:54:27,18.954877855576274
2020,02,06,00:03:44,55.82184055906798
2020,03,05,13:58:14,8.810865789846309,135814357620
2020,03,05,13:58:18,7.645797498538565,135818077618
2020,03,05,13:58:18,6.978271177077663,135818907631
2020,03,05,13:58:23,25.066713410973712,135823425621
2020,03,05,13:58:28,14.490070917231149,135828751631
2020,03,05,13:58:31,3.1681287934886084,135831452628
2020,03,05,13:58:36,7.647556965027821,135836257622
2020,03,05,13:58:45,8.462134773151897,135845541631
2020,03,05,13:58:46,6.9165319006568895,135846808624
2020,03,05,13:58:53,3.9470350907135274,135853624628
2020,03,05,13:58:56,11.762603603992426,135856283620
2020,03,05,13:58:58,9.618297341652534,135858506623
2020,03,05,13:59:01,4.194188715801315,135901010620
2020,03,05,13:59:05,17.897018830185445,135905167616
2020,03,05,13:59:17,6.98292563019797,135917698631
2020,03,05,13:59:22,14.913732540696703,135922465623
2020,03,05,13:59:31,12.577940748949304,135931875621
2020,03,05,13:59:35,5.845938064695626,135935648632
2020,03,05,13:59:43,23.015056187482134,135943655619
2020,03,05,13:59:57,4.891321564816024,135957066619
2020,03,05,14:05:29,9.296920571403529,140529103910
2020,03,05,14:05:32,8.807111288627373,140532906904
2020,03,05,14:05:33,9.495520904339072,140533598908
2020,03,05,14:05:36,35.79506046405304,140536598919
2020,03,05,14:05:41,17.61871949411799,140541681911
2020,03,05,14:05:44,6.135544333077625,140544007901
2020,03,05,14:05:47,8.971512305835338,140547443910
2020,03,05,14:05:55,5.10558428578442,140555711908
2020,03,05,14:05:57,4.871738355442743,140557237911
2020,03,05,14:06:05,2.8723999177344175,140605284911
2020,03,05,14:06:08,10.340549837992675,140608369915
2020,03,05,14:06:10,9.598602426368632,140610641907
2020,03,05,14:06:13,4.129600196917017,140613137911
2020,03,05,14:06:17,16.487890070548595,140617868903
2020,03,05,14:06:29,7.080086285231288,140629748908
2020,03,05,14:06:33,15.788740522895036,140633749915
2020,03,05,14:06:43,12.869357392865092,140643194910
2020,03,05,14:06:47,5.300057518941437,140647211917
2020,03,05,14:06:54,22.37370644291946,140654688902
2020,03,05,14:07:06,8.445407284168178,140706985900
2020,03,27,18:44:54,10.15871819747025,184454781184
2020,03,27,18:44:58,9.589034961267258,184458538170
2020,03,27,18:44:59,8.957044653566685,184459218174
2020,03,27,18:45:02,37.96357050640968,184502376171
2020,03,27,18:45:07,18.05680815694107,184507742171
2020,03,27,18:45:09,5.665861050959885,184509934167
2020,03,27,18:45:13,9.745214510987521,184513541254
2020,03,27,18:45:23,3.5874240822058083,184523133489
2020,03,27,18:45:25,4.334478199792712,184525355477
2020,03,27,18:45:35,2.514007116375615,184535869683
2020,03,27,18:45:39,7.013227140240097,184539759418
2020,03,27,18:45:42,9.199996266720817,184542861506
2020,03,27,18:45:45,4.253268348333122,184545535506
2020,03,27,18:45:50,15.275143107989468,184550596306
2020,03,27,18:46:06,6.079318557409492,184606280237
2020,03,27,18:46:12,11.184678,184612596301
2020,03,27,18:46:24,9.737144359117519,184624234991
2020,03,27,18:46:28,5.7774020380799564,184628368000
2020,03,27,18:46:38,14.912351690678122,184638158190
2020,03,27,18:46:52,7.963799722357564,184652659156
2020,05,04,16:39:44,11.33644581835874,163944978083
2020,05,04,16:39:49,8.959605608045836,163949408564
2020,05,04,16:39:49,11.726129898841034,163949944106
2020,05,04,16:39:52,37.96357050640968,163952770506
2020,05,04,16:39:57,20.033453203079613,163957126125
2020,05,04,16:39:59,6.446724306703819,163959183424
2020,05,04,16:40:02,10.287640935633615,164002473171
2020,05,04,16:43:58,9.392977566400106,164358600838
2020,05,04,16:44:02,10.152193431894313,164402626818
2020,05,04,16:44:03,10.674794511300021,164403279821
2020,05,04,16:46:45,10.799780734236952,164645947529
2020,05,04,16:46:49,10.631458745336985,164649896059
2020,05,04,16:46:50,11.082945645359962,164650471057
2020,05,04,16:46:53,32.967969471274046,164653439050
2020,05,04,16:46:58,17.869762669915023,164658345601
2020,05,04,16:47:00,4.974126627211134,164700688597
2020,05,04,16:47:04,10.114174389102777,164704096238
2020,05,04,16:47:11,9.205329324708456,164711942774
2020,05,04,16:47:13,7.272807453691663,164713143757
2020,05,04,16:47:20,3.151512008938085,164720694762
2020,05,04,16:47:23,11.936916233168045,164723690764
2020,05,04,16:47:25,9.688732579200941,164725830762
2020,05,04,16:47:28,4.628781073251482,164728409759
2020,05,04,16:47:32,18.988690859481583,164732601798
2020,05,04,16:47:45,7.285855862141329,164745011618
2020,05,04,16:47:49,13.095534783881353,164749224711
2020,05,04,16:47:57,15.37991686373277,164757904640
2020,05,04,16:48:01,6.847011822272706,164801298641
2020,05,04,16:48:08,25.16631194724835,164808323727
2020,05,04,16:48:20,7.8140354929512625,164820775636
2020,05,13,17:43:24,2.8862919629587953,174324899143
2020,05,13,17:43:35,3.906391119094039,174335424377
2020,05,13,17:44:06,5.695783876905479,174406230468
2020,05,14,09:09:04,9.783617070440949,090904813621
2020,05,14,09:09:09,5.556053643495782,090909548507
2020,05,14,09:09:10,9.978190783196908,090910213506
2020,05,14,09:09:14,30.550286215978936,090914034620
2020,05,14,09:09:18,18.046034444668226,090918926462
2020,05,14,09:09:21,5.339740441922801,090921639434
2020,05,14,09:09:27,6.666513074099174,090927206974
2020,05,14,09:09:37,6.496263872485453,090937213921
2020,05,14,09:09:38,5.212389705577365,090938790917
2020,05,14,09:09:48,2.5426641059970234,090948003675
2020,05,14,09:09:51,10.456718513144958,090951699235
2020,05,14,09:09:54,6.8602650194736725,090954180921
2020,05,14,09:09:57,4.334516494695538,090957369840
2020,05,14,09:10:02,14.569819442182887,091002407922
2020,05,14,09:10:15,6.7268602353257725,091015780470
2020,05,14,09:10:20,13.762228761855933,091020320470
2020,05,14,09:10:29,12.827559855824381,091029791687
2020,05,14,09:10:33,6.560712392488679,091033869132
2020,05,14,09:10:41,23.685200470588235,091041922229
2020,05,14,09:10:56,7.308618577228024,091056589335
2020,06,04,11:48:39,14.635126415427665,114839237273
2020,06,04,11:48:44,9.52347772451775,114844369592
2020,06,04,11:49:01,8.814561619835992,114901928184
2020,06,04,11:49:37,9.668304908564744,114937580617
2020,06,04,11:49:54,9.68207956379541,114954151490
2020,06,22,12:15:06,12.36143339030027,121506787180
2020,06,22,12:15:12,10.85627336422235,121512867270
2020,06,22,12:15:28,8.983549460344038,121528474265
2020,06,22,12:16:03,10.354570886644,121603904808
2020,06,22,12:16:18,10.891743232512821,121618356809
2020,06,22,14:57:35,1.6462855275601245,145735820314
2020,06,22,14:59:55,1.5751359425728422,145955523218
2020,06,22,15:00:23,2.963407805184051,150023045140
2020,06,22,15:30:06,1.7838639110199916,153006703278
2020,06,22,15:30:32,1.2415763546435685,153032889288
2020,06,22,15:30:55,1.310220089173761,153055571286
2020,06,22,15:31:05,2.8301246757873875,153105335281
2020,06,26,13:08:49,4.506246556825646,130849817065
2020,06,26,13:08:57,10.08911923109351,130857102899
2020,06,27,17:52:55,1.64663885121591,175255192687
2020,06,27,17:53:23,1.2067621258488905,175323298541
2020,06,27,18:32:17,17.48023448832446,183217185308
2020,06,27,18:32:22,10.005249484717812,183222606311
2020,06,27,18:32:41,8.500731878387068,183241472306
2020,06,27,18:39:37,1.8498996024542513,183937423384
2020,06,27,18:40:02,1.3090771146969893,184002840383
2020,06,27,18:40:25,1.3309447651733655,184025591376
2020,06,27,18:40:37,1.9598439894319266,184037714383
2020,06,27,18:42:41,15.071290099922681,184241479119
2020,06,27,18:42:46,10.490032721473598,184246247122
2020,06,27,18:43:01,8.604224960085586,184301596121
2020,06,27,18:43:34,10.754852493095607,184334110122
2020,06,27,18:43:48,10.28233272871143,184348256121
2020,06,27,19:24:36,10.84046907040992,192436142436
2020,06,27,19:24:41,9.384844357216878,192441418406
2020,06,27,19:24:57,8.695451652414048,192457530539
2020,06,27,19:25:31,8.809710322657141,192531921882
2020,06,27,19:25:50,9.238089449388461,192550264100
2020,06,27,19:26:05,3.2799061770995372,192605730270
2020,06,27,19:26:33,9.687315899896987,192633979740
2020,06,27,19:38:50,15.342609006812973,193850922439
2020,06,27,19:38:56,9.575867238473192,193856477436
2020,06,27,19:39:13,8.569302761856113,193913538441
2020,06,27,19:39:57,9.1540244925445,193957691442
2020,06,27,19:40:14,10.508747879333093,194014593446
2020,06,27,19:40:32,3.01455589879775,194032023441
2020,06,27,19:41:04,7.8101827977516685,194104435436
2020,06,28,11:10:16,17.380629992973454,111016330629
2020,06,28,11:10:20,9.57514712242395,111020699076
2020,06,28,11:10:36,10.719081034844159,111036709799
2020,06,28,11:16:21,18.41968152960466,111621944590
2020,06,28,11:16:26,10.30129116238946,111626735595
2020,06,28,11:16:41,9.17541101381316,111641697603
2020,06,28,11:34:27,17.68824363552012,113427714078
2020,06,28,11:34:31,12.53465266413911,113431442074
2020,06,28,11:34:48,6.181495604084284,113448395081
2020,06,28,11:35:27,10.45705213870032,113527451627
2020,06,28,11:54:59,14.083675356634886,115459959462
2020,06,28,11:55:05,10.163370670633705,115505435207
2020,06,28,11:55:23,8.2761875288669,115523064219
2020,06,28,11:56:09,8.475130314477736,115609493293
2020,06,28,11:56:26,10.23309732993423,115626623293
2020,06,28,11:56:42,3.273971180136796,115642165370
2020,06,28,11:57:16,8.00138644297403,115716549756
2020,06,28,12:01:28,15.366483655952873,120128794806
2020,06,28,12:01:34,9.23230490808661,120134187138
2020,06,28,12:01:50,8.42202419300931,120150866391
2020,06,28,12:02:30,8.935034260116229,120230355277
2020,06,28,12:17:39,12.370096850816989,121739432389
2020,06,28,12:17:46,6.188220155257137,121746130384
2020,06,28,12:18:09,5.677749079692537,121809634397
2020,06,28,12:18:55,7.960762755343993,121855072389
2020,06,28,12:19:13,8.634469008123537,121913746015
2020,06,28,12:19:35,2.3604873796883683,121935437007
2020,06,28,12:20:18,4.161478329397277,122018174008
2020,06,28,13:31:59,8.679689056612053,133159133495
2020,06,28,13:32:06,7.5250797474398174,133206283482
2020,06,28,13:32:28,6.117693311859362,133228029487
2020,06,28,13:33:14,8.099974525495991,133314386480
2020,06,28,13:33:34,5.860885113519485,133334294616
2020,06,28,13:33:56,2.480728097489208,133356123416
2020,06,28,13:34:31,8.015356059861919,133431343182
